latitude,longitude,date,sea_surface_temp_c,surface_par,day_length_hours,season,hemisphere,distance_from_coast_km,euphotic_zone_depth_m,sampling_depth_m,primary_prod_integrated_mg_c_m2_day,satellite_chlorophyll,satellite_sst,gcomc_chlorophyll
40.8,14.23,1986-01-28,13.86,14.51,9.748581519,Winter,northern,2.91784,41.44219497,40.0,209.27,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-28,13.86,14.51,9.748581519,Winter,northern,2.91784,41.44219497,20.0,209.27,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,40.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,2.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,20.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,10.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,60.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,0.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,29.10446691,5.0,177.08,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,10.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,40.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,0.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,2.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,5.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,20.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-14,13.86,14.51,9.33372417,Winter,northern,2.91784,49.22565374,60.0,143.335,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,2.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,60.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,10.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,5.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,40.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,0.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-13,13.86,14.51,14.61484154,Winter,northern,2.91784,28.73980504,20.0,120.6,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,40.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,5.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,10.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,2.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,20.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,60.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-06,13.86,14.51,14.75175215,Winter,northern,2.91784,25.89770884,0.0,912.415,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,20.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,0.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,10.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,60.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,40.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,5.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1986-01-02,13.86,14.51,9.114362434,Winter,northern,2.91784,38.15957876,2.0,82.345,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,20.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,60.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,40.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,0.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,5.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,2.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-12-30,13.86,14.51,14.84498335,Winter,northern,2.91784,14.5988808,10.0,1062.49,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,40.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,40.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,0.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,5.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,10.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,20.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,60.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,60.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,5.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,0.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,20.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,9.553069214,Winter,northern,2.91784,40.59195767,2.0,293.32,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-22,13.86,14.51,14.38278907,Winter,northern,2.91784,45.27095461,2.0,356.615,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,40.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,10.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,2.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,0.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,60.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,5.0,1028.705,0.5530548095703125,15.466249465942385,
40.8,14.23,1985-01-08,13.86,14.51,14.71689122,Winter,northern,2.91784,19.57709833,20.0,1028.705,0.5530548095703125,15.466249465942385,
