latitude,longitude,date,sea_surface_temp_c,surface_par,day_length_hours,season,hemisphere,distance_from_coast_km,euphotic_zone_depth_m,sampling_depth_m,primary_prod_integrated_mg_c_m2_day,satellite_chlorophyll,satellite_sst,gcomc_chlorophyll
-8.4183,64.955,1983-01-14,28.82,46.72,12.41328289,Winter,southern,728.546,122.2372024,0.0,29.29,0.0875822529196739,29.23124885559082,
-8.4183,64.955,1983-01-14,28.82,46.72,12.41328289,Winter,southern,728.546,122.2372024,40.0,29.29,0.0875822529196739,29.23124885559082,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,10.0,13.225,0.0953945964574813,29.020999908447266,
-7.1883,64.92,1983-01-13,28.07,45.5,12.35096191,Winter,southern,705.389,122.2372024,43.0,18.05,0.1003861874341964,29.051250457763672,
-7.1883,64.92,1983-01-13,28.07,45.5,12.35096191,Winter,southern,705.389,122.2372024,90.0,18.05,0.1003861874341964,29.051250457763672,
-6.6883,65.15,1983-01-13,28.0,45.18,12.3241918,Winter,southern,675.126,97.38099921,0.0,91.3,0.1088719964027404,29.06333351135254,
-7.1883,64.92,1983-01-13,28.07,45.5,12.35096191,Winter,southern,705.389,122.2372024,0.0,18.05,0.1003861874341964,29.051250457763672,
-6.6883,65.15,1983-01-13,28.0,45.18,12.3241918,Winter,southern,675.126,97.38099921,100.0,91.3,0.1088719964027404,29.06333351135254,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,35.0,13.225,0.0953945964574813,29.020999908447266,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,15.0,13.225,0.0953945964574813,29.020999908447266,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,25.0,13.225,0.0953945964574813,29.020999908447266,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,65.0,13.225,0.0953945964574813,29.020999908447266,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,70.0,13.225,0.0953945964574813,29.020999908447266,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,0.0,13.225,0.0953945964574813,29.020999908447266,
-7.6833,64.6867,1983-01-13,28.31,45.72,12.37752707,Winter,southern,735.561,102.856533,100.0,7.29,0.0988522469997406,29.138748168945312,
-7.1883,64.92,1983-01-13,28.07,45.5,12.35096191,Winter,southern,705.389,122.2372024,15.0,18.05,0.1003861874341964,29.051250457763672,
-7.4167,65.43,1983-01-13,28.17,45.63,12.36321142,Winter,southern,651.996,97.38099921,14.0,31.61,0.0908645093441009,29.018123626708984,
-7.6833,64.6867,1983-01-13,28.31,45.72,12.37752707,Winter,southern,735.561,102.856533,24.0,7.29,0.0988522469997406,29.138748168945312,
-7.4167,65.43,1983-01-13,28.17,45.63,12.36321142,Winter,southern,651.996,97.38099921,100.0,31.61,0.0908645093441009,29.018123626708984,
-7.6833,64.6867,1983-01-13,28.31,45.72,12.37752707,Winter,southern,735.561,102.856533,5.0,7.29,0.0988522469997406,29.138748168945312,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,100.0,13.225,0.0953945964574813,29.020999908447266,
-7.9167,65.2,1983-01-13,28.42,46.32,12.3900759,Winter,southern,688.176,106.6080201,32.0,28.54,0.0885058045387268,29.171667098999023,
-7.9167,65.2,1983-01-13,28.42,46.32,12.3900759,Winter,southern,688.176,106.6080201,12.0,28.54,0.0885058045387268,29.171667098999023,
-7.9167,65.2,1983-01-13,28.42,46.32,12.3900759,Winter,southern,688.176,106.6080201,0.0,28.54,0.0885058045387268,29.171667098999023,
-7.9167,65.2,1983-01-13,28.42,46.32,12.3900759,Winter,southern,688.176,106.6080201,100.0,28.54,0.0885058045387268,29.171667098999023,
-7.4167,65.43,1983-01-13,28.17,45.63,12.36321142,Winter,southern,651.996,97.38099921,34.0,31.61,0.0908645093441009,29.018123626708984,
-7.4167,65.43,1983-01-13,28.17,45.63,12.36321142,Winter,southern,651.996,97.38099921,0.0,31.61,0.0908645093441009,29.018123626708984,
-6.9167,65.5867,1983-01-13,28.06,44.72,12.33641278,Winter,southern,627.748,102.856533,75.0,13.225,0.0953945964574813,29.020999908447266,
-6.6883,65.15,1983-01-13,28.0,45.18,12.3241918,Winter,southern,675.126,97.38099921,40.0,91.3,0.1088719964027404,29.06333351135254,
-7.6833,64.6867,1983-01-13,28.31,45.72,12.37752707,Winter,southern,735.561,102.856533,0.0,7.29,0.0988522469997406,29.138748168945312,
-9.1883,64.025,1983-01-12,29.0,47.81,12.46273164,Winter,southern,816.484,102.856533,0.0,10.2,0.0788797289133071,29.14214134216309,
-8.1867,64.4667,1983-01-12,28.41,46.94,12.40817245,Winter,southern,772.554,122.2372024,45.0,13.225,0.0871222764253616,29.10999870300293,
-8.1867,64.4667,1983-01-12,28.41,46.94,12.40817245,Winter,southern,772.554,122.2372024,15.0,13.225,0.0871222764253616,29.10999870300293,
-8.6933,64.2417,1983-01-12,28.81,46.78,12.43572856,Winter,southern,809.2,122.2372024,100.0,15.57,0.0782170295715332,29.20111083984375,
-8.6933,64.2417,1983-01-12,28.81,46.78,12.43572856,Winter,southern,809.2,122.2372024,50.0,15.57,0.0782170295715332,29.20111083984375,
-8.6933,64.2417,1983-01-12,28.81,46.78,12.43572856,Winter,southern,809.2,122.2372024,12.0,15.57,0.0782170295715332,29.20111083984375,
-8.6933,64.2417,1983-01-12,28.81,46.78,12.43572856,Winter,southern,809.2,122.2372024,0.0,15.57,0.0782170295715332,29.20111083984375,
-9.1883,64.025,1983-01-12,29.0,47.81,12.46273164,Winter,southern,816.484,102.856533,100.0,10.2,0.0788797289133071,29.14214134216309,
-9.1883,64.025,1983-01-12,29.0,47.81,12.46273164,Winter,southern,816.484,102.856533,50.0,10.2,0.0788797289133071,29.14214134216309,
-8.1867,64.4667,1983-01-12,28.41,46.94,12.40817245,Winter,southern,772.554,122.2372024,0.0,13.225,0.0871222764253616,29.10999870300293,
-8.1867,64.4667,1983-01-12,28.41,46.94,12.40817245,Winter,southern,772.554,122.2372024,100.0,13.225,0.0871222764253616,29.10999870300293,
-9.1883,64.025,1983-01-12,29.0,47.81,12.46273164,Winter,southern,816.484,102.856533,15.0,10.2,0.0788797289133071,29.14214134216309,
-9.7,63.7867,1983-01-12,28.96,49.69,12.49073178,Winter,southern,781.638,102.856533,0.0,10.15,0.0778352916240692,29.106666564941406,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,0.0,7.705,0.0710189267992973,29.15749931335449,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,100.0,7.705,0.0710189267992973,29.15749931335449,
-9.7,63.7867,1983-01-12,28.96,49.69,12.49073178,Winter,southern,781.638,102.856533,100.0,10.15,0.0778352916240692,29.106666564941406,
-9.7,63.7867,1983-01-12,28.96,49.69,12.49073178,Winter,southern,781.638,102.856533,5.0,10.15,0.0778352916240692,29.106666564941406,
-9.7,63.7867,1983-01-12,28.96,49.69,12.49073178,Winter,southern,781.638,102.856533,20.0,10.15,0.0778352916240692,29.106666564941406,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,9.0,7.705,0.0710189267992973,29.15749931335449,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,75.0,7.705,0.0710189267992973,29.15749931335449,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,50.0,7.705,0.0710189267992973,29.15749931335449,
-10.2083,63.535,1983-01-12,28.81,49.58,12.51863764,Winter,southern,750.578,102.856533,29.0,7.705,0.0710189267992973,29.15749931335449,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,42.64,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,0.0,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,56.0,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,28.0,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,16.86,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,9.44,476.3355,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-31,13.0,13.03,9.87754563,Winter,northern,240.195,30.98467931,4.51,476.3355,0.5694774389266968,8.776249885559082,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,10.54,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,35.0,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,26.65,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,17.5,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,2.82,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,0.0,196.32715,0.6432754993438721,7.212499618530273,
42.3,-68.2,1982-01-30,13.0,11.64,9.698750891,Winter,northern,151.223,45.01762129,5.9,196.32715,0.6432754993438721,7.212499618530273,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,3.71,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,1.77,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,0.0,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,16.75,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,6.62,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,22.0,232.1461,1.2025281190872192,6.008333206176758,
42.4,-70.4,1982-01-29,13.0,14.96,9.652918736,Winter,northern,29.3928,38.81222969,11.0,232.1461,1.2025281190872192,6.008333206176758,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,6.24,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,7.76,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,35.03,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,46.0,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,0.0,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,2.98,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,28.17,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,11.14,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,18.5,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.3,1982-01-28,13.0,13.96,9.699681856,Winter,northern,56.5952,51.62788211,37.0,282.1043,0.9733543395996094,6.976249694824219,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,13.85,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,3.71,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,0.0,190.2063,0.8042559623718262,7.259999752044678,
41.4,-69.2,1982-01-28,13.0,13.62,9.699681856,Winter,northern,63.1727,46.9271551,23.0,190.2063,0.8042559623718262,7.259999752044678,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,5.0,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,3.01,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,7.61,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,1.69,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,0.81,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,0.0,93.2279,0.9466612935066224,8.319999694824219,
40.4,-71.2,1982-01-27,13.0,13.85,9.746964616,Winter,northern,90.3329,40.92331268,10.0,93.2279,0.9466612935066224,8.319999694824219,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,16.0,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,5.72,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,3.2,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,1.53,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,0.0,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,19.0,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,9.5,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,2.7,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,4.82,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.3,1982-01-18,24.0,51.13,14.6256698,Winter,northern,16.7803,25.4260879,14.47,1114.06845,1.3653287887573242,5.586999893188477,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,1.29,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,0.0,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,12.18,1803.437,1.547935128211975,5.460000038146973,
42.2,-70.4,1982-01-18,24.0,51.46,14.6256698,Winter,northern,22.3993,18.96819748,8.0,1803.437,1.547935128211975,5.460000038146973,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,0.0,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,27.0,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,20.56,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,13.5,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,8.13,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,2.18,712.6316,0.8565456867218018,7.175000190734863,
41.5,-69.3,1982-01-17,24.0,50.3,14.58510719,Winter,northern,56.9187,44.05993399,4.55,712.6316,0.8565456867218018,7.175000190734863,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,31.0,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,23.6,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,15.5,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,9.33,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,5.23,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,2.5,640.0045,0.6853091716766357,7.5,
41.3,-69.0,1982-01-17,24.0,50.3,14.5660228,Winter,northern,78.9885,40.92331268,0.0,640.0045,0.6853091716766357,7.5,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,4.22,736.319,0.6155567765235901,7.357500076293945,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,4.05,1282.5789,0.8821518421173096,7.328750133514404,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,1.93,1282.5789,0.8821518421173096,7.328750133514404,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,0.0,1282.5789,0.8821518421173096,7.328750133514404,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,25.0,736.319,0.6155567765235901,7.357500076293945,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,0.0,736.319,0.6155567765235901,7.357500076293945,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,12.5,736.319,0.6155567765235901,7.357500076293945,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,24.0,1282.5789,0.8821518421173096,7.328750133514404,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,2.01,736.319,0.6155567765235901,7.357500076293945,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,7.22,1282.5789,0.8821518421173096,7.328750133514404,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,19.04,736.319,0.6155567765235901,7.357500076293945,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,12.0,1282.5789,0.8821518421173096,7.328750133514404,
41.4,-66.2,1982-01-16,24.0,49.18,14.60126826,Winter,northern,224.277,35.33274335,7.53,736.319,0.6155567765235901,7.357500076293945,
42.0,-67.0,1982-01-16,24.0,47.42,14.65975633,Winter,northern,177.56,26.27320153,18.27,1282.5789,0.8821518421173096,7.328750133514404,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,36.0,493.4065,0.5694774389266968,8.776249885559082,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,26.0,1661.0795,1.1425877809524536,7.152500152587891,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,18.0,493.4065,0.5694774389266968,8.776249885559082,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,19.8,1661.0795,1.1425877809524536,7.152500152587891,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,13.0,1661.0795,1.1425877809524536,7.152500152587891,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,7.83,1661.0795,1.1425877809524536,7.152500152587891,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,2.09,1661.0795,1.1425877809524536,7.152500152587891,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,0.0,1661.0795,1.1425877809524536,7.152500152587891,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,27.41,493.4065,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,2.9,493.4065,0.5694774389266968,8.776249885559082,
41.1,-67.3,1982-01-15,24.0,49.09,14.5971544,Winter,northern,224.241,27.89608722,4.38,1661.0795,1.1425877809524536,7.152500152587891,
10.0,65.9,1982-01-15,13.86,14.51,11.44644982,Winter,northern,690.386,48.52121182,80.0,69.05,0.1473878771066665,27.943748474121094,
10.0,65.9,1982-01-15,13.86,14.51,11.44644982,Winter,northern,690.386,48.52121182,50.0,69.05,0.1473878771066665,27.943748474121094,
10.0,65.9,1982-01-15,13.86,14.51,11.44644982,Winter,northern,690.386,48.52121182,25.0,69.05,0.1473878771066665,27.943748474121094,
10.0,65.9,1982-01-15,13.86,14.51,11.44644982,Winter,northern,690.386,48.52121182,10.0,69.05,0.1473878771066665,27.943748474121094,
10.0,65.9,1982-01-15,13.86,14.51,11.44644982,Winter,northern,690.386,48.52121182,0.0,69.05,0.1473878771066665,27.943748474121094,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,0.0,493.4065,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,10.84,493.4065,0.5694774389266968,8.776249885559082,
40.5,-67.3,1982-01-15,24.0,49.89,14.53990564,Winter,northern,240.195,44.7700749,6.07,493.4065,0.5694774389266968,8.776249885559082,
10.0,67.0,1982-01-14,13.86,14.51,11.44172511,Winter,northern,574.845,106.6080201,10.0,36.4,0.1452728509902954,28.10772705078125,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,2.98,1259.02895,0.5979641675949097,9.837499618530272,
10.0,67.0,1982-01-14,13.86,14.51,11.44172511,Winter,northern,574.845,106.6080201,50.0,36.4,0.1452728509902954,28.10772705078125,
10.0,67.0,1982-01-14,13.86,14.51,11.44172511,Winter,northern,574.845,106.6080201,25.0,36.4,0.1452728509902954,28.10772705078125,
10.0,67.0,1982-01-14,13.86,14.51,11.44172511,Winter,northern,574.845,106.6080201,15.0,36.4,0.1452728509902954,28.10772705078125,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,28.17,1259.02895,0.5979641675949097,9.837499618530272,
10.0,67.0,1982-01-14,13.86,14.51,11.44172511,Winter,northern,574.845,106.6080201,0.0,36.4,0.1452728509902954,28.10772705078125,
10.0,68.75,1982-01-14,13.86,14.51,11.44172511,Winter,northern,387.75,106.6080201,80.0,69.975,0.1409501731395721,28.358570098876957,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,40.36,1430.05005,0.4873358309268951,12.684999465942385,
10.0,68.75,1982-01-14,13.86,14.51,11.44172511,Winter,northern,387.75,106.6080201,10.0,69.975,0.1409501731395721,28.358570098876957,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,0.0,1259.02895,0.5979641675949097,9.837499618530272,
10.0,68.75,1982-01-14,13.86,14.51,11.44172511,Winter,northern,387.75,106.6080201,25.0,69.975,0.1409501731395721,28.358570098876957,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,26.5,1430.05005,0.4873358309268951,12.684999465942385,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,8.94,1430.05005,0.4873358309268951,12.684999465942385,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,4.27,1430.05005,0.4873358309268951,12.684999465942385,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,0.0,1430.05005,0.4873358309268951,12.684999465942385,
10.0,68.75,1982-01-14,13.86,14.51,11.44172511,Winter,northern,387.75,106.6080201,0.0,69.975,0.1409501731395721,28.358570098876957,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,6.24,1259.02895,0.5979641675949097,9.837499618530272,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,11.14,1259.02895,0.5979641675949097,9.837499618530272,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,18.5,1259.02895,0.5979641675949097,9.837499618530272,
40.3,-68.0,1982-01-14,24.0,50.32,14.54423576,Winter,northern,195.701,47.53846255,37.0,1259.02895,0.5979641675949097,9.837499618530272,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,53.0,1430.05005,0.4873358309268951,12.684999465942385,
10.0,68.75,1982-01-14,13.86,14.51,11.44172511,Winter,northern,387.75,106.6080201,50.0,69.975,0.1409501731395721,28.358570098876957,
40.1,-68.2,1982-01-14,24.0,50.06,14.52535755,Winter,northern,195.593,58.46093898,15.95,1430.05005,0.4873358309268951,12.684999465942385,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,4.72,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,0.0,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,2.26,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,21.32,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,8.43,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,14.0,579.0034,0.86060631275177,8.407500267028809,
40.2,-70.1,1982-01-13,24.0,53.17,14.55708443,Winter,northern,113.372,43.3943618,28.0,579.0034,0.86060631275177,8.407500267028809,
40.4,-71.2,1982-01-12,24.0,53.05,14.5979085,Winter,northern,90.3329,42.9730582,14.5,998.2678,0.9466612935066224,8.319999694824219,
